SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,Latitude,Longitude,Location
Vacant/Abandoned Building,11-00445364,3/18/2011,Front,,Open,,Vacant,FALSE,TRUE,3509,W,63RD,ST,60629,1154057.51,1862618.413,15,8,66,41.77885031,-87.71076331,"(41.778850306594, -87.710763308941)"
Vacant/Abandoned Building,11-00442719,3/18/2011,Front,,Open,DOOR,Vacant,FALSE,FALSE,1919,W,MARQUETTE,RD,60636,1164639.078,1860235.901,15,7,67,41.7720956,-87.6720374,"(41.772095603968, -87.672037395275)"
Vacant/Abandoned Building,11-00445156,3/18/2011,Front,,Open,,Vacant,FALSE,TRUE,8455,S,COTTAGE GROVE,AVE,60619,1183038.583,1848963.73,8,6,44,41.74075558,-87.60494073,"(41.740755581309, -87.604940731011)"
Vacant/Abandoned Building,11-00445122,3/18/2011,Front,,Open,,Vacant,FALSE,FALSE,2955,N,AVERS,AVE,60618,1150212.101,1919372.281,30,25,21,41.93466535,-87.723383,"(41.934665350744, -87.723382999675)"
Vacant/Abandoned Building,11-00442640,3/18/2011,,,,,,,,4123,W,57TH,ST,60629,1149852.218,1866486.192,13,8,62,41.78954661,-87.7260803,"(41.789546611878, -87.726080302099)"
Vacant/Abandoned Building,11-00445481,3/18/2011,Front,,Open,,Vacant,FALSE,TRUE,4735,S,TALMAN,AVE,60632,1159499.586,1873176.835,12,9,58,41.80771419,-87.69052263,"(41.807714186107, -87.690522633319)"
Vacant/Abandoned Building,11-00444147,3/18/2011,Front,,Open,SIDE AND REAR.. BOTTOM DOORS AND WINDOWS..,Vacant,FALSE,TRUE,1038,W,31ST,PL,60608,1169901.88,1883951.04,11,9,60,41.83705984,-87.65205649,"(41.837059838066, -87.652056492225)"
Vacant/Abandoned Building,11-00445294,3/18/2011,Front,,Open,,Vacant,FALSE,TRUE,438,W,43RD,ST,60609,1173925.46,1876426.195,11,9,61,41.81632248,-87.63751604,"(41.816322475827, -87.637516044342)"
Vacant/Abandoned Building,11-00445084,3/18/2011,Front,,Open,REAR FULL OF DEBRI IN YARD,Vacant,FALSE,FALSE,7245,N,RIDGE,BLVD,60645,1160885.251,1948034.611,49,24,1,42.01310098,-87.68335979,"(42.013100979635, -87.683359791133)"
Vacant/Abandoned Building,11-00444106,3/18/2011,Front,,Open,REAR,Vacant,FALSE,TRUE,7839,S,VERNON,AVE,60619,1180601.979,1853129.541,6,6,69,41.75224329,-87.61374051,"(41.752243285145, -87.613740506995)"
Vacant/Abandoned Building,11-00445171,3/18/2011,Front,,Open,,Vacant,FALSE,TRUE,419,E,83RD,ST,60619,1180582.13,1850061.257,6,6,44,41.74382402,-87.61390725,"(41.743824024216, -87.613907253942)"
Vacant/Abandoned Building,11-00443894,3/18/2011,Front,,Open,REAR DOORS.AND BASEMENT,Vacant,FALSE,TRUE,5910,W,RICE,ST,60651,1136910.932,1905066.001,29,15,25,41.89565652,-87.77260935,"(41.895656516007, -87.772609349904)"
Vacant/Abandoned Building,11-00445087,3/18/2011,Front,,Open,,Vacant,FALSE,TRUE,613,W,74TH,ST,60621,1173427.605,1855828.822,17,7,68,41.7598121,-87.63995161,"(41.759812098056, -87.639951611921)"
Vacant/Abandoned Building,11-00445501,3/18/2011,Front,,Open,,Vacant,FALSE,TRUE,4800,S,RICHMOND,ST,60632,1157515.617,1872644.714,14,9,58,41.80629446,-87.69781378,"(41.80629446462, -87.697813776305)"
Vacant/Abandoned Building,11-00446091,3/18/2011,Front,,Open,THE FRONT AND THE BACK OF THE BUILDINGS,Vacant,FALSE,TRUE,4058,S,LAKE PARK,AVE,60653,1183750.733,1878216.916,4,21,36,41.82101237,-87.60141922,"(41.821012366407, -87.601419216449)"
Vacant/Abandoned Building,11-00445129,3/18/2011,Front,,Open,,Vacant,FALSE,TRUE,1,E,79TH,ST,60619,1177657.483,1852637.49,6,6,44,41.75096011,-87.62454558,"(41.750960112973, -87.624545577952)"
Vacant/Abandoned Building,11-00444924,3/18/2011,Front,,Open,FRONT DOOR - WINDOWS,Vacant,FALSE,FALSE,7808,S,NORMAL,AVE,60620,1174316.544,1853116.16,17,6,69,41.75234852,-87.63677416,"(41.752348515351, -87.636774163498)"
Vacant/Abandoned Building,11-00440662,3/17/2011,Front,,Open,FRONT FIRST FLOOR WINDOWS,Vacant,TRUE,TRUE,8010,S,MICHIGAN,AVE,60619,1178541.255,1851928.74,6,6,44,41.7489952,-87.62132852,"(41.748995196271, -87.621328516733)"
Vacant/Abandoned Building,11-00436596,3/17/2011,Front,,Open,FULL OF GARBAGE,Vacant,,TRUE,6602,S,TROY,ST,,1156523.431,1860678.172,15,8,66,41.77347665,-87.7017752,"(41.773476649679, -87.701775197776)"
Vacant/Abandoned Building,11-00438670,3/17/2011,Front,,Boarded,FRONT,Vacant,FALSE,FALSE,6812,S,ELIZABETH,ST,60636,1169163.891,1859608.177,17,7,67,41.77027638,-87.65546893,"(41.770276380352, -87.655468934667)"
Vacant/Abandoned Building,11-00441201,3/17/2011,Garage,,Open,GARAGE,Vacant,FALSE,FALSE,7835,S,CALUMET,AVE,60619,1179830.939,1853132.244,6,6,69,41.75226836,-87.61656592,"(41.752268364604, -87.616565923647)"
Vacant/Abandoned Building,11-00440013,3/17/2011,Front,,Open,DOOR,Vacant,FALSE,TRUE,8551,S,COLFAX,AVE,60617,1194981.763,1848776.622,7,4,46,41.73995641,-87.56118891,"(41.739956409526, -87.561188912743)"
Vacant/Abandoned Building,11-00438058,3/17/2011,Front,,Open,FRONT AND SIDE WINDOWS,Vacant,FALSE,TRUE,7829,S,CARPENTER,ST,60620,1170671.754,1852900.973,17,6,71,41.75183821,-87.65013699,"(41.751838212427, -87.650136991898)"
Vacant/Abandoned Building,11-00437794,3/17/2011,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,7119,S,PAULINA,ST,60636,1166242.627,1857491.882,17,7,67,41.76453166,-87.66623728,"(41.764531664154, -87.666237275483)"
Vacant/Abandoned Building,11-00438558,3/17/2011,Front,,Boarded,FRONT  DOOR HAS BEEN KICKED IN AND PEOPLE R LIVING IN THERE,Vacant,FALSE,TRUE,7335,S,KINGSTON,AVE,60649,1194211.868,1856754.504,7,3,43,41.76186728,-87.5637482,"(41.761867275789, -87.56374820296)"
Vacant/Abandoned Building,11-00437221,3/17/2011,Front,,Open,FRONT AND REAR -- FILLED WITH GARBAGE.. IN BAD SHAPE .. NO ONE IS KEEPING IT UP -- BEING USED FOR A DUMPING GROUND,Vacant,TRUE,TRUE,6521,S,JUSTINE,ST,60636,1167127.518,1861482.702,17,7,67,41.77546412,-87.66287989,"(41.775464116913, -87.662879885744)"
Vacant/Abandoned Building,11-00436722,3/17/2011,Front,,Open,FRONT & REAR. INTERIOR IS BEING STRIPPED.,Vacant,FALSE,FALSE,6106,S,WASHTENAW,AVE,60629,1159422.309,1864056.149,15,8,66,41.78268739,-87.691056,"(41.782687388629, -87.691056001958)"
Vacant/Abandoned Building,11-00439871,3/17/2011,Front,,Open,VARIOUS,Vacant,TRUE,FALSE,4319,W,AUGUSTA,BLVD,60651,1147400.343,1906313.862,37,11,23,41.8988862,-87.73405167,"(41.898886202445, -87.734051672284)"
Vacant/Abandoned Building,11-00439741,3/17/2011,Front,,Open,FRONT DOOR OPEN/UNSECURED,Vacant,FALSE,FALSE,1119,S,SACRAMENTO,BLVD,60612,1156527.433,1895098.296,28,11,29,41.86792976,-87.7008317,"(41.867929762098, -87.700831700672)"
Vacant/Abandoned Building,11-00440776,3/17/2011,Rear,,Open,,Vacant,FALSE,FALSE,10856,S,LONGWOOD,DR,60643,1164970.522,1832538.43,19,22,75,41.69608253,-87.67160303,"(41.696082526158, -87.671603034835)"
Vacant/Abandoned Building,11-00439237,3/17/2011,Front,,Open,FRONT,Vacant,FALSE,FALSE,10057,S,WENTWORTH,AVE,60628,1176716.573,1838257.624,9,5,49,41.71152112,-87.62842507,"(41.711521122781, -87.628425067972)"
Vacant/Abandoned Building,11-00436296,3/17/2011,Garage,,Open,OPEN,Vacant,FALSE,FALSE,1109,N,MONTICELLO,AVE,60651,1151839.834,1907146.822,27,11,23,41.90108567,-87.71772353,"(41.901085671295, -87.717723534821)"
Vacant/Abandoned Building,11-00438835,3/17/2011,Front,,Open,,Vacant,FALSE,TRUE,2911,E,81ST,ST,60617,1197022.065,1851823.051,7,4,46,41.74826556,-87.55361255,"(41.748265564818, -87.553612549998)"
Vacant/Abandoned Building,11-00439242,3/17/2011,Front,,Open,ALL ELEVATIONS,Vacant,FALSE,FALSE,7646,S,ESSEX,AVE,60649,1194189.63,1854748.163,7,4,43,41.75636227,-87.56389548,"(41.756362268804, -87.563895475325)"
Vacant/Abandoned Building,11-00437591,3/17/2011,Front,,Open,,Vacant,FALSE,TRUE,2302,W,35TH,PL,60609,1161596.64,1881063.72,11,9,59,41.82931343,-87.68261211,"(41.82931343149, -87.682612107102)"
Vacant/Abandoned Building,11-00438204,3/17/2011,Garage,,Open,REAR,Vacant,FALSE,TRUE,1643,N,CENTRAL PARK,AVE,60647,1152104.255,1910683.574,26,14,23,41.91078564,-87.7166589,"(41.910785639817, -87.716658896208)"
Vacant/Abandoned Building,11-00435534,3/17/2011,Front,,Open,FRONT DOOR/WINDOWS,Vacant,FALSE,TRUE,5313,S,WINCHESTER,AVE,60609,1164255.271,1869443.958,16,9,61,41.79737179,-87.67318517,"(41.797371789013, -87.673185165309)"
Vacant/Abandoned Building,11-00436559,3/17/2011,,,,,,,,12428,S,LOWE,AVE,60628,1174235.248,1822466.035,34,5,53,41.66824195,-87.6379791,"(41.668241949376, -87.637979100717)"
Vacant/Abandoned Building,11-00438307,3/17/2011,Front,,Open,FRONT DOOR OPEN,Vacant,FALSE,TRUE,1141,N,PARKSIDE,AVE,60651,1138471.836,1907043.939,29,15,25,41.90105609,-87.76682844,"(41.901056085223, -87.766828443384)"
Vacant/Abandoned Building,11-00437681,3/17/2011,Front,,Open,DOORS AND WINDOWS,Vacant,FALSE,FALSE,7425,S,KENWOOD,AVE,60619,1186495.382,1856034.262,5,3,43,41.76007683,-87.5920523,"(41.760076825531, -87.592052296799)"
Vacant/Abandoned Building,11-00440453,3/17/2011,Front,,Open,BACK DOOR,Vacant,FALSE,TRUE,1504,N,LAWLER,AVE,60651,1142430.805,1909530.009,37,25,25,41.90780548,-87.75222477,"(41.907805479181, -87.752224769754)"
Vacant/Abandoned Building,11-00438167,3/17/2011,,,,,,,,7834,S,MARQUETTE,AVE,60649,1195681.307,1853545.356,7,4,43,41.75302494,-87.5584686,"(41.753024938452, -87.558468596083)"
Vacant/Abandoned Building,11-00440101,3/17/2011,,,,,,,,6039,S,BISHOP,ST,60636,1167699.294,1864693.783,16,7,67,41.78426347,-87.66069174,"(41.784263471363, -87.660691736599)"
Vacant/Abandoned Building,11-00435031,3/17/2011,Front,,Open,,Vacant,FALSE,TRUE,502,W,61ST,ST,60621,1173984.46,1864467.43,20,7,68,41.7835051,-87.63765465,"(41.783505099103, -87.637654653206)"
Vacant/Abandoned Building,11-00437770,3/17/2011,Front,,Boarded,,Vacant,FALSE,FALSE,215,E,69TH,PL,60637,1178861.964,1858985.31,6,3,69,41.76835192,-87.61993889,"(41.768351918497, -87.61993889326)"
Vacant/Abandoned Building,11-00440100,3/17/2011,,,,,,,,5742,S,LOOMIS,BLVD,60636,1167976.699,1866671.572,16,7,67,41.7896848,-87.65961784,"(41.789684802967, -87.659617842973)"
Vacant/Abandoned Building,11-00438078,3/17/2011,Front,,Open,THE WINDOWS,Vacant,FALSE,FALSE,7722,S,ABERDEEN,ST,60620,1170321.713,1853602.302,17,6,71,41.75377037,-87.65139936,"(41.753770372143, -87.651399358265)"
Vacant/Abandoned Building,11-00435387,3/17/2011,Front,,Open,,Vacant,FALSE,FALSE,11312,S,MICHIGAN,AVE,60628,1178812.164,1829929.574,9,5,49,41.68862046,-87.6210028,"(41.688620460077, -87.621002800027)"
Vacant/Abandoned Building,11-00439476,3/17/2011,Front,,Open,DOORS AND WINDOWS,Vacant,FALSE,FALSE,8106,S,HERMITAGE,AVE,60620,1166089.363,1850940.468,18,6,71,41.74655693,-87.66698502,"(41.746556930904, -87.666985015815)"
Vacant/Abandoned Building,11-00440416,3/17/2011,Front,,Open,DOORS ARE KICKED IN THE REAR...,Vacant,FALSE,TRUE,5757,S,SANGAMON,ST,60621,1170959.465,1866651.991,16,7,68,41.78956641,-87.64868152,"(41.789566410101, -87.648681524539)"
Vacant/Abandoned Building,11-00439816,3/17/2011,Front,,Open,ALLAROUND,Vacant,FALSE,TRUE,10017,S,LAFAYETTE,AVE,60628,1177692.711,1838548.946,9,5,49,41.71229857,-87.62484145,"(41.712298565673, -87.624841452612)"
Vacant/Abandoned Building,11-00439191,3/17/2011,Front,,Open,FRONT DOOR,Vacant,FALSE,FALSE,7802,S,NORMAL,AVE,60620,1174314.644,1853176.96,17,6,69,41.7525154,-87.63677932,"(41.75251540029, -87.636779322322)"
Vacant/Abandoned Building,11-00436707,3/17/2011,Front,,Open,,Vacant,FALSE,TRUE,10734,S,CHAMPLAIN,AVE,60628,1182510.419,1833910.582,9,5,50,41.69946016,-87.60734096,"(41.69946016219, -87.607340955062)"
Vacant/Abandoned Building,11-00436865,3/17/2011,Front,,Open,"BASEMENT HAS A VERY BAD ODOR NOT SURE WHAT'S CAUSING IT ,,,",Vacant,FALSE,TRUE,909,W,35TH,PL,60609,1171017.585,1881273.092,11,9,60,41.82968695,-87.64804092,"(41.829686948274, -87.648040921964)"
Vacant/Abandoned Building,11-00435019,3/17/2011,Front,,Open,,Vacant,FALSE,TRUE,522,W,61ST,ST,60621,1173768.46,1864461.13,20,7,68,41.7834926,-87.63844677,"(41.783492604095, -87.638446767364)"
Vacant/Abandoned Building,11-00438825,3/17/2011,Front,,Open,8017-8019 IN THE REAR,Vacant,FALSE,TRUE,8017,S,PAULINA,ST,60620,1166405.309,1851537.941,21,6,71,41.74818976,-87.66581033,"(41.748189761849, -87.66581032902)"
Vacant/Abandoned Building,11-00437112,3/17/2011,Front,,Boarded,,Vacant,FALSE,TRUE,7939,S,MERRILL,AVE,60617,1191910.684,1852750.915,8,4,46,41.75093728,-87.57231194,"(41.750937283486, -87.572311942196)"
Vacant/Abandoned Building,11-00440927,3/17/2011,Front,,Open,REAR SECOND FLOOR,Vacant,FALSE,TRUE,7716,S,EMERALD,AVE,60620,1172638.424,1853700.51,17,6,71,41.75398916,-87.64290655,"(41.753989164136, -87.642906552501)"
Vacant/Abandoned Building,11-00440538,3/17/2011,Front,,Open,"FRONT DOOR WIDE OPEN, REAR DOOR, AND WINDOWS",Vacant,FALSE,TRUE,6052,S,CALIFORNIA,AVE,60629,1158747.858,1864393.149,15,8,66,41.78362596,-87.69351956,"(41.783625963097, -87.693519563276)"
Vacant/Abandoned Building,11-00440386,3/17/2011,Front,,Open,FRONT AND REAR DOORS,Vacant,FALSE,TRUE,58,W,110TH,ST,60628,1177826.184,1832022.821,34,5,49,41.69438695,-87.62454934,"(41.694386950116, -87.624549344885)"
Vacant/Abandoned Building,11-00438044,3/17/2011,Front,,Open,"NOT ""OPEN""; NO BROKEN WINDOWS BUT NOT BOARDED",Vacant,FALSE,FALSE,3300,S,HALSTED,ST,60608,1171506.674,1883020.01,11,9,60,41.83446993,-87.6461952,"(41.834469929687, -87.646195199282)"
Vacant/Abandoned Building,11-00436053,3/17/2011,Rear,,Open,REAR OPEN,Vacant,FALSE,FALSE,2655,W,MONROE,ST,60612,1158667.709,1899584.287,2,11,27,41.88019621,-87.69285144,"(41.880196213599, -87.692851442133)"
Vacant/Abandoned Building,11-00440103,3/17/2011,,,,,,,,10940,S,MICHIGAN,AVE,60628,1178846.739,1832443.097,9,5,49,41.69551714,-87.62080011,"(41.695517142511, -87.620800105238)"
Vacant/Abandoned Building,11-00438216,3/17/2011,Front,,Open,WINDOWS,Vacant,FALSE,FALSE,6450,S,LOOMIS,BLVD,60636,1168094.629,1862312.966,17,7,67,41.77772172,-87.65931071,"(41.777721720248, -87.659310707739)"
Vacant/Abandoned Building,11-00436044,3/17/2011,Front,,Open,ALL THROUGHOUT THE HOMES,Vacant,FALSE,TRUE,7643,S,BENNETT,AVE,60649,1190196.51,1854668.783,8,4,43,41.75624152,-87.57853175,"(41.756241515996, -87.578531750808)"
Vacant/Abandoned Building,11-00438425,3/17/2011,Front,,Open,FRONT,Vacant,FALSE,FALSE,6819,S,ELIZABETH,ST,60636,1169165.191,1859561.177,17,7,67,41.77014738,-87.65546553,"(41.770147378311, -87.655465527253)"
Vacant/Abandoned Building,11-00437594,3/17/2011,Front,,Open,FRONT AND REAR DOORS. AND WINDOWS..,Vacant,FALSE,TRUE,6331,S,CARPENTER,ST,60621,1170400.095,1862830.457,16,7,68,41.77909188,-87.65084378,"(41.779091879334, -87.650843782355)"
Vacant/Abandoned Building,11-00440648,3/17/2011,Front,,Open,FRONT AND REAR DOORS WIDE OPEN,Vacant,FALSE,TRUE,1643,E,93RD,ST,60617,1188922.79,1843640.05,8,4,48,41.72600817,-87.58355174,"(41.726008174922, -87.583551744741)"
Vacant/Abandoned Building,11-00427490,3/16/2011,Front,,Open,,Vacant,FALSE,TRUE,10352,S,AVENUE M,,60617,1201500.884,1836920.121,10,4,52,41.70725828,-87.53770581,"(41.707258283438, -87.537705809579)"
Vacant/Abandoned Building,11-00431952,3/16/2011,Front,,Open,,Vacant,FALSE,FALSE,7400,S,DORCHESTER,AVE,60619,1186822.271,1856208.512,5,3,43,41.76054725,-87.59084875,"(41.76054724657, -87.590848750833)"
Vacant/Abandoned Building,11-00429772,3/16/2011,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,FALSE,FALSE,7427,S,ASHLAND,AVE,60636,1166969.247,1855479.375,17,7,67,41.75899358,-87.66363144,"(41.758993579334, -87.663631444225)"
Vacant/Abandoned Building,11-00434462,3/16/2011,Front,,Open,FRONT,Vacant,TRUE,FALSE,4013,W,WILCOX,ST,60624,1149663.358,1899033.882,28,11,26,41.87886548,-87.72592892,"(41.878865478964, -87.725928919397)"
Vacant/Abandoned Building,11-00427441,3/16/2011,Front,,Open,,Vacant,FALSE,TRUE,7409,S,DANTE,AVE,60619,1187156.224,1856154.729,5,3,43,41.76039175,-87.58962652,"(41.760391747185, -87.589626522683)"
Vacant/Abandoned Building,11-00434590,3/16/2011,Rear,,Open,REAR AND FRONT DOORS,Vacant,FALSE,TRUE,1543,N,LOCKWOOD,AVE,60651,1140745.461,1909750.891,37,25,25,41.90844277,-87.75841047,"(41.908442769474, -87.758410473637)"
Vacant/Abandoned Building,11-00434110,3/16/2011,Front,,Open,BACK DOOR,Vacant,FALSE,TRUE,701,N,ST LOUIS,AVE,60624,1152921.788,1904452.305,27,11,23,41.89367028,-87.71382087,"(41.893670280401, -87.713820871265)"
Vacant/Abandoned Building,11-00429671,3/16/2011,Front,,Boarded,BUILDING IS SECURED,Vacant,FALSE,FALSE,6638,S,BELL,AVE,60636,1162545.844,1860572.831,15,8,66,41.7730641,-87.6797012,"(41.773064097727, -87.679701200114)"
Vacant/Abandoned Building,11-00430918,3/16/2011,Rear,,Open,REAR,Vacant,FALSE,TRUE,4734,W,ERIE,ST,60644,1144650.049,1903892.734,28,11,25,41.89229463,-87.74421455,"(41.892294627433, -87.744214554261)"
Vacant/Abandoned Building,11-00434182,3/16/2011,Front,,Open,BACK DOOR BASEMENT,Vacant,FALSE,TRUE,2719,W,LEXINGTON,ST,60612,1158357.365,1896592.374,2,11,27,41.87199247,-87.69407282,"(41.871992465436, -87.694072816543)"
Vacant/Abandoned Building,11-00433959,3/16/2011,Front,,Open,,Vacant,FALSE,TRUE,4214,W,16TH,ST,60623,1148499.08,1891710.597,24,10,29,41.85879204,-87.73039283,"(41.858792044974, -87.730392831985)"
Vacant/Abandoned Building,11-00430570,3/16/2011,Front,,Boarded,GARAGE IS OPEN,Vacant,FALSE,TRUE,2236,W,MARQUETTE,RD,60636,1162494.613,1860184.442,15,8,66,41.77199937,-87.67989982,"(41.771999371754, -87.679899816813)"
Vacant/Abandoned Building,11-00431319,3/16/2011,Rear,,Open,REAR,Vacant,FALSE,TRUE,1615,S,ST LOUIS,AVE,60623,1153301.865,1891719.845,24,10,29,41.85872352,-87.71276307,"(41.858723519293, -87.712763071729)"
Vacant/Abandoned Building,11-00429080,3/16/2011,Front,,Open,TOP FRONT WINDOW BOARD OPEN/PULLED OFF,Vacant,FALSE,FALSE,109,W,109TH,ST,60628,1177474.172,1832679.488,34,5,49,41.69619688,-87.6258184,"(41.696196882237, -87.625818400895)"
Vacant/Abandoned Building,11-00431813,3/16/2011,Front,,Open,FRONT AND BACK,Vacant,FALSE,TRUE,1533,S,KARLOV,AVE,60623,1149302.056,1892175.168,24,10,29,41.86005137,-87.72743332,"(41.860051372383, -87.727433320325)"
Vacant/Abandoned Building,11-00427557,3/16/2011,Front,,Open,,Vacant,FALSE,FALSE,2321,W,HOWARD,ST,60645,1159441.46,1950363.958,49,24,2,42.01952273,-87.6886077,"(42.019522730185, -87.688607698532)"
Vacant/Abandoned Building,11-00429975,3/16/2011,Front,,Open,FRONT,Vacant,FALSE,FALSE,13321,S,INDIANA,AVE,60827,1179947.66,1816932.713,9,5,54,41.65292926,-87.61724122,"(41.652929264745, -87.617241220767)"
Vacant/Abandoned Building,11-00434547,3/16/2011,Front,,Open,FRONT DOOR OPEN/UNSECURED,Vacant,FALSE,FALSE,7661,S,EXCHANGE,AVE,60649,1196074.74,1854640.586,7,4,43,41.7560206,-87.55699063,"(41.756020597696, -87.556990633022)"
Vacant/Abandoned Building,11-00429019,3/16/2011,,,,,,,,8500,S,PHILLIPS,AVE,60617,1193978.129,1849090.784,7,4,46,41.74084315,-87.56485574,"(41.740843148466, -87.564855740304)"
Vacant/Abandoned Building,11-00430442,3/16/2011,Front,,Open,,Vacant,FALSE,FALSE,9130,S,AVALON,AVE,60619,1186128.915,1844690.779,8,4,47,41.72895781,-87.5937527,"(41.728957814275, -87.593752701284)"
Vacant/Abandoned Building,11-00432439,3/16/2011,Front,,Open,,Vacant,FALSE,FALSE,6439,S,HAMILTON,AVE,60636,1163136.841,1861923.76,15,7,67,41.77675888,-87.67749698,"(41.776758883748, -87.677496977222)"
Vacant/Abandoned Building,11-00433082,3/16/2011,Front,,Boarded,"BUILDING IS MOSTLY BOARDED- 2 WINDOWS ON THE WOLCOTT SIDE ARE NOT, AND THE WOOD ON THE WELLINGTON SIDE IS MOLDY AND THERE ARE HOLES IN IT THAT RATS ARE USING TO GET IN AND OUT OF THE HOUSE; DOORS ARE HELD BY LOCKS BUT THE WOOD IS WEAK AND COULD EASILY BE KICKED IN",Vacant,FALSE,FALSE,1851,W,WELLINGTON,AVE,60657,1163405.104,1919945.069,32,19,5,41.93596931,-87.67488237,"(41.935969312124, -87.674882374112)"
Vacant/Abandoned Building,11-00430085,3/16/2011,Front,,Open,,Vacant,FALSE,TRUE,7238,S,LOWE,AVE,60621,1173398.237,1856900.329,17,7,68,41.76275309,-87.6400276,"(41.762753093485, -87.640027597334)"
Vacant/Abandoned Building,11-00433018,3/16/2011,Rear,,Open,BACK DOOR,Vacant,,TRUE,6450,S,WOLCOTT,AVE,,1164783.766,1862226.832,15,7,67,41.77755593,-87.67145084,"(41.777555928242, -87.67145084113)"
Vacant/Abandoned Building,11-00433328,3/16/2011,Front,,Open,SECOND STORY IS OPEN- THERE IS A LADDER GOING UP THERE AND PEOPLE ARE CLIMBING IN,Vacant,FALSE,TRUE,1625,N,CLYBOURN,AVE,60614,1170297.402,1910945.707,32,18,7,41.91112657,-87.64981636,"(41.911126565355, -87.649816363199)"
Vacant/Abandoned Building,11-00428008,3/16/2011,Rear,,Open,FGARAGE,Vacant,FALSE,TRUE,3514,W,CHICAGO,AVE,60651,1152752.761,1905110.076,27,11,23,41.89547862,-87.71442423,"(41.895478615584, -87.714424226655)"
Vacant/Abandoned Building,11-00434581,3/16/2011,Front,,Open,COMMERCIAL PROP./ABANDON MCDONALDS ARMITAGE/HARLEM - DOORS/WINDOWS UNSECURED,Vacant,FALSE,TRUE,7199,W,ARMITAGE,AVE,60707,1127772.701,1912490.402,36,25,25,41.91618907,-87.80600505,"(41.916189070428, -87.806005045604)"
Vacant/Abandoned Building,11-00433572,3/16/2011,Front,,Open,"6820 S,CAMPBELL",Vacant,,TRUE,6820,S,CAMPBELL,AVE,,1160884.932,1859352.829,15,8,66,41.76975072,-87.68582339,"(41.769750716498, -87.685823392402)"
Vacant/Abandoned Building,11-00427302,3/16/2011,Front,,Open,FRONT,Vacant,FALSE,FALSE,228,E,90TH,ST,60619,1179294.509,1845352.4,6,6,44,41.7309318,-87.61876842,"(41.730931797815, -87.618768424659)"
Vacant/Abandoned Building,11-00431218,3/16/2011,Front,,Open,EVERYWHERE SQUATTERS,Vacant,FALSE,TRUE,2107,W,RACE,AVE,60612,1162260.092,1903732.188,26,13,24,41.89150408,-87.67954458,"(41.891504076577, -87.679544584837)"
Vacant/Abandoned Building,11-00430021,3/16/2011,,,,,,,,5028,W,DIVISION,ST,60651,1142490.09,1907520.18,37,25,25,41.90228918,-87.75205702,"(41.902289181404, -87.752057015116)"
Vacant/Abandoned Building,11-00429614,3/16/2011,Front,,Open,,Vacant,FALSE,TRUE,2250,W,GARFIELD,BLVD,60609,1162264.565,1868144.52,16,9,63,41.79384769,-87.68052157,"(41.793847685212, -87.680521574138)"
Vacant/Abandoned Building,11-00434429,3/16/2011,Front,,Open,,Vacant,FALSE,FALSE,36,W,99TH,ST,60628,1177652.641,1839325.1,9,5,49,41.71442934,-87.62496481,"(41.714429344625, -87.624964812928)"
Vacant/Abandoned Building,11-00429990,3/16/2011,Front,,Open,,Vacant,FALSE,TRUE,4045,N,PULASKI,RD,60641,1149002.637,1926584.26,39,17,16,41.95447913,-87.72764054,"(41.954479133721, -87.727640541106)"
Vacant/Abandoned Building,11-00432373,3/16/2011,Front,,Open,,Vacant,FALSE,TRUE,2111,W,RACE,AVE,60612,1162233.092,1903731.388,26,13,24,41.89150245,-87.67964377,"(41.891502445803, -87.679643765571)"
Vacant/Abandoned Building,11-00431822,3/16/2011,Front,,Open,FRONT AND BACK DOOR,Vacant,FALSE,TRUE,8019,S,MAY,ST,60620,1170045.364,1851623.044,21,6,71,41.74834503,-87.65246948,"(41.748345030627, -87.652469479743)"
Vacant/Abandoned Building,11-00431027,3/16/2011,Front,,Open,,Vacant,FALSE,FALSE,8028,S,MUSKEGON,AVE,60617,1196563.283,1852285.861,7,4,46,41.74954695,-87.55527831,"(41.749546947271, -87.555278308927)"
Vacant/Abandoned Building,11-00433345,3/16/2011,Front,,Open,REAR DOORS/WINDOWS OPEN/UNSECURED,Vacant,FALSE,TRUE,4206,S,WASHTENAW,AVE,60632,1159062.58,1876665.238,12,9,58,41.81729576,-87.69202998,"(41.817295761256, -87.692029982019)"
Vacant/Abandoned Building,11-00433562,3/16/2011,Front,,Open,REAR FRONT,Vacant,FALSE,FALSE,105,S,WASHTENAW,AVE,60612,1158375.109,1899528.987,2,11,27,41.88005045,-87.69392735,"(41.880050452201, -87.693927351179)"
